Ticker,Company,Sector
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,Financials
MDXG,MIMEDX GROUP INC,Health Care
CUBI,CUSTOMERS BANCORP INC,Financials
VTS,VITESSE ENERGY INC,Energy
SLGC,SOMALOGIC INC CLASS A,Health Care
HAYN,HAYNES INTERNATIONAL INC,Materials
ACRS,ACLARIS THERAPEUTICS INC,Health Care
TASK,TASKUS INC CLASS A,Industrials
GPRO,GOPRO INC CLASS A,Consumer Discretionary
ASPN,ASPEN AEROGELS INC,Materials
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials
BELFB,BEL FUSE INC CLASS B,Information Technology
SNBR,SLEEP NUMBER CORP,Consumer Discretionary
CTO,CTO REALTY GROWTH INC,Real Estate
ESTE,EARTHSTONE ENERGY INC CLASS A,Energy
SBOW,SILVERBOW RESOURCES INC,Energy
BRKL,BROOKLINE BANCORP INC,Financials
MBWM,MERCANTILE BANK CORP,Financials
FNA,PARAGON INC,Health Care
EZPW,EZCORP NON VOTING INC CLASS A,Financials
ANGO,ANGIODYNAMICS INC,Health Care
TIPT,TIPTREE INC,Financials
HY,HYSTER YALE MATERIALS HANDLING INC,Industrials
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials
ANIK,ANIKA THERAPEUTICS INC,Health Care
UFCS,UNITED FIRE GROUP INC,Financials
MCS,THE MARCUS CORP,Communication
GRC,GORMAN-RUPP,Industrials
BASE,COUCHBASE INC,Information Technology
FRPH,FRP HOLDINGS INC,Real Estate
CCBG,CAPITAL CITY BANK INC,Financials
GCBC,GREENE COUNTY BANCORP INC,Financials
GMRE,GLOBAL MEDICAL REIT INC,Real Estate
GCMG,GCM GROSVENOR INC CLASS A,Financials
GSBC,GREAT SOUTHERN BANCORP INC,Financials
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials
AVNW,AVIAT NETWORKS INC,Information Technology
ALLK,ALLAKOS INC,Health Care
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials
XPER,XPERI INC,Information Technology
VVI,VIAD CORP,Industrials
PRA,PROASSURANCE CORP,Financials
SSP,EW SCRIPPS CLASS A,Communication
ASTS,AST SPACEMOBILE INC CLASS A,Communication
UWMC,UWM HOLDINGS CORP CLASS A,Financials
CENX,CENTURY ALUMINUM,Materials
MCRB,SERES THERAPEUTICS INC,Health Care
AVD,AMER VANGUARD CORP,Materials
EGHT,8X8 INC,Information Technology
ZUMZ,ZUMIEZ INC,Consumer Discretionary
DOMO,DOMO INC CLASS B,Information Technology
SD,SANDRIDGE ENERGY INC,Energy
HCI,HCI GROUP INC,Financials
DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care
OSPN,ONESPAN INC,Information Technology
LOVE,LOVESAC COMPANY,Consumer Discretionary
BOC,BOSTON OMAHA CORP CLASS A,Communication
MYFW,FIRST WESTERN FINANCIAL INC,Financials
BRBS,BLUE RIDGE BANKSHARES INC,Financials
ARTNA,ARTESIAN RESOURCES CORP CLASS A,Utilities
AMCX,AMC NETWORKS CLASS A INC,Communication
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary
AUR,AURORA INNOVATION INC CLASS A,Industrials
BPRN,PRINCETON BANCORP INC,Financials
SRI,STONERIDGE INC,Consumer Discretionary
NRIX,NURIX THERAPEUTICS INC,Health Care
SHCO,SOHO HOUSE AND CO INC CLASS A,Consumer Discretionary
AMOT,ALLIED MOTION TECHNOLOGIES INC,Industrials
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication
MPX,MARINE PRODUCTS CORP,Consumer Discretionary
PLCE,CHILDRENS PLACE INC,Consumer Discretionary
EQRX,EQRX INC,Health Care
CLFD,CLEARFIELD INC,Information Technology
PRPH,PROPHASE LABS INC,Health Care
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care
QNST,QUINSTREET INC,Communication
CATC,CAMBRIDGE BANCORP,Financials
CERS,CERUS CORP,Health Care
ZEUS,OLYMPIC STEEL INC,Materials
EGBN,EAGLE BANCORP INC,Financials
DMRC,DIGIMARC CORP,Information Technology
CAPR,CAPRICOR THERAPEUTICS INC,Health Care
PFHC,PROFRAC HOLDING CORP,Energy
BCML,BAYCOM CORP,Financials
BHB,BAR HARBOR BANKSHARES,Financials
CASS,CASS INFORMATION SYSTEMS INC,Financials
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology
OABI,OMNIAB INC,Health Care
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials
CMPX,COMPASS THERAPEUTICS,Health Care
UHAL,U HAUL HOLDING,Industrials
AMSWA,AMERICAN SOFTWARE INC CLASS A,Information Technology
EGLE,EAGLE BULK SHIPPING INC,Industrials
TPIC,TPI COMPOSITES INC,Industrials
TRTX,TPG RE FINANCE TRUST INC,Financials
RBBN,RIBBON COMMUNICATIONS INC,Information Technology
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials
LYEL,LYELL IMMUNOPHARMA INC,Health Care
DM,DESKTOP METAL INC CLASS A,Industrials
SHCR,SHARECARE INC CLASS A,Health Care
BOWL,BOWLERO CORP CL A COM,Consumer Discretionary
TWKS,THOUGHTWORKS HOLDING INC,Information Technology
CATX,PERSPECTIVE THERAPEUTICS INC,Health Care
INST,INSTRUCTURE HOLDINGS INC,Information Technology
CDNA,CAREDX INC,Health Care
WSBF,WATERSTONE FINANCIAL INC,Financials
FSFG,FIRST SAVINGS FINANCIAL GROUP INC,Financials
WTI,W AND T OFFSHORE INC,Energy
LQDA,LIQUIDIA CORP,Health Care
AXGN,AXOGEN INC,Health Care
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials
VNDA,VANDA PHARMACEUTICALS INC,Health Care
ALCO,ALICO INC,Consumer Staples
JANX,JANUX THERAPEUTICS INC,Health Care
VANI,VIVANI MEDICAL INC,Health Care
MERC,MERCER INTERNATIONAL INC,Materials
CODA,CODA OCTOPUS GROUP INC,Information Technology
BALY,BALLY S CORP,Consumer Discretionary
ACET,ADICET BIO INC,Health Care
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care
VYGR,VOYAGER THERAPEUTICS INC,Health Care
USM,UNITED STATES CELLULAR CORP,Communication
VVX,V2X INC,Industrials
EWTX,EDGEWISE THERAPEUTICS INC,Health Care
CHRS,COHERUS BIOSCIENCES INC,Health Care
TILE,INTERFACE INC,Industrials
ERAS,ERASCA INC,Health Care
CRGY,CRESCENT ENERGY CLASS A,Energy
DCO,DUCOMMUN INC,Industrials
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care
DH,DEFINITIVE HEALTHCARE CORP CLASS A,Health Care
FG,F&G ANNUITIES AND LIFE INC,Financials
EBS,EMERGENT BIOSOLUTIONS INC,Health Care
PETS,PETMED EXPRESS INC,Consumer Discretionary
MLR,MILLER INDUSTRIES INC,Industrials
SCVL,SHOE CARNIVAL INC,Consumer Discretionary
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care
BMRC,BANK OF MARIN BANCORP,Financials
CCB,COASTAL FINANCIAL CORP,Financials
BFST,BUSINESS FIRST BANCSHARES INC,Financials
IBCP,INDEPENDENT BANK CORP,Financials
MGNX,MACROGENICS INC,Health Care
SMBK,SMARTFINANCIAL INC,Financials
ULCC,FRONTIER GROUP HOLDINGS INC,Industrials
GCO,GENESCO INC,Consumer Discretionary
SMHI,SEACOR MARINE HOLDINGS INC,Energy
EGY,VAALCO ENERGY INC,Energy
BFS,SAUL CENTERS REIT INC,Real Estate
FUBO,FUBOTV INC,Communication
BHIL,BENSON HILL INC,Consumer Staples
HTBI,HOMETRUST BANCSHARES INC,Financials
EQBK,EQUITY BANCSHARES INC CLASS A,Financials
DXPE,DXP ENTERPRISES INC,Industrials
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate
OMER,OMEROS CORP,Health Care
CCNE,CNB FINANCIAL CORP,Financials
CECO,CECO ENVIRONMENTAL CORP,Industrials
HBNC,HORIZON BANCORP INC,Financials
HFWA,HERITAGE FINANCIAL CORP,Financials
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financials
AGEN,AGENUS INC,Health Care
AROW,ARROW FINANCIAL CORP,Financials
WLFC,WILLIS LEASE FINANCE CORP,Industrials
DOUG,DOUGLAS ELLIMAN INC,Real Estate
EOLS,EVOLUS INC,Health Care
LYTS,LSI INDUSTRIES INC,Industrials
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate
NRIM,NORTHRIM BANCORP INC,Financials
VPG,VISHAY PRECISION GROUP INC,Information Technology
ATNI,ATN INTERNATIONAL INC,Communication
TSVT,2SEVENTY BIO INC,Health Care
SWI,SOLARWINDS CORP,Information Technology
NFBK,NORTHFIELD BANCORP INC,Financials
CARE,CARTER BANKSHARES INC,Financials
FIPWV,FTAI INFRASTRUCTURE,Industrials
OSUR,ORASURE TECHNOLOGIES INC,Health Care
ROVR,ROVER GROUP INC CLASS A,Consumer Discretionary
INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary
FNKO,FUNKO INC CLASS A,Consumer Discretionary
FFIC,FLUSHING FINANCIAL CORP,Financials
GEVO,GEVO INC,Energy
CDRE,CADRE HOLDINGS INC,Industrials
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate
HEAR,TURTLE BEACH CORP,Information Technology
QRTEA,QURATE RETAIL INC SERIES A,Consumer Discretionary
BW,BABCOCK AND WILCOX ENTERPRISES INC,Industrials
TWOU,2U INC,Consumer Discretionary
ACMR,ACM RESEARCH CLASS A INC,Information Technology
GDRX,GOODRX HOLDINGS INC CLASS A,Health Care
FDBC,FIDELITY D AND D BANCORP INC,Financials
EVGO,EVGO INC CLASS A,Consumer Discretionary
BRY,BERRY,Energy
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials
ONL,ORION OFFICE REIT INC,Real Estate
ZVRA,ZEVRA THERAPEUTICS INC,Health Care
NSTG,NANOSTRING TECHNOLOGIES INC,Health Care
BLUE,BLUEBIRD BIO INC,Health Care
ATHX,ATHERSYS INC,Health Care
MCB,METROPOLITAN BANK HOLDING CORP,Financials
PNTG,PENNANT GROUP INC,Health Care
YMAB,Y MABS THERAPEUTICS INC,Health Care
NAUT,NAUTILUS BIOTECHNOLGY INC,Health Care
GCI,GANNETT CO INC,Communication
BAND,BANDWIDTH INC CLASS A,Communication
NRDS,NERDWALLET INC CLASS A,Financials
GIC,GLOBAL INDUSTRIAL,Industrials
CIO,CITY OFFICE REIT INC,Real Estate
FLIC,FIRST OF LONG ISLAND CORP,Financials
SENS,SENSEONICS HOLDINGS INC,Health Care
HRT,HIRERIGHT HOLDINGS CORP,Industrials
SBT,STERLING BANCORP INC,Financials
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials
MOV,MOVADO GROUP INC,Consumer Discretionary
UIS,UNISYS CORP,Information Technology
VITL,VITAL FARMS INC,Consumer Staples
CUTR,CUTERA INC,Health Care
PTN,PALATIN TECHNOLOGIES INC,Health Care
EXFY,EXPENSIFY INC CLASS A,Information Technology
CMTL,COMTECH TELECOMMUNICATIONS CORP,Information Technology
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials
CATO,CATO CORP CLASS A,Consumer Discretionary
RBB,RBB BANCORP,Financials
BIG,BIG LOTS INC,Consumer Discretionary
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials
VIRX,VIRACTA THERAPEUTICS INC,Health Care
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate
ABUS,ARBUTUS BIOPHARMA CORP,Health Care
CTXR,CITIUS PHARMACEUTICALS INC,Health Care
FORR,FORRESTER RESEARCH INC,Industrials
KODK,EASTMAN KODAK,Information Technology
IBRX,IMMUNITYBIO INC,Health Care
AAIC,ARLINGTON ASSET INVESTMENT CLASS A,Financials
IHRT,IHEARTMEDIA INC CLASS A,Communication
CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care
WSR,WHITESTONE REIT,Real Estate
RCEL,AVITA MEDICAL INC,Health Care
FFWM,FIRST FOUNDATION INC,Financials
BFLY,BUTTERFLY NETWORK INC CLASS A,Health Care
MPB,MID PENN BANCORP INC,Financials
IVVD,INVIVYD INC,Health Care
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials
WISH,CONTEXTLOGIC INC CLASS A,Consumer Discretionary
ICPT,INTERCEPT PHARMACEUTICALS INC,Health Care
LPSN,LIVEPERSON INC,Information Technology
PLBC,PLUMAS BANCORP,Financials
SRG,SERITAGE GROWTH PROPERTIES CLA,Real Estate
HPK,HIGHPEAK ENERGY INC,Energy
STHO,STAR HOLDINGS SHARES OF BENEFICIAL,Real Estate
AMAL,AMALGAMATED FINANCIAL,Financials
OPY,OPPENHEIMER HOLDINGS NON VOTING IN,Financials
NWPX,NORTHWEST PIPE,Industrials
OOMA,OOMA INC,Communication
BOOM,DMC GLOBAL INC,Energy
HIPO,HIPPO HOLDINGS INC,Financials
TIO,TINGO GROUP INC,Information Technology
ALRS,ALERUS FINANCIAL CORP,Financials
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Communication
TPB,TURNING POINT BRANDS INC,Consumer Staples
DGLY,DIGITAL ALLY INC,Information Technology
SPRY,ARS PHARMACEUTICALS INC,Health Care
BLNK,BLINK CHARGING,Industrials
REVG,REV GROUP INC,Industrials
FRGI,FIESTA RESTAURANT GROUP INC,Consumer Discretionary
PETQ,PETIQ INC CLASS A,Health Care
TH,TARGET HOSPITALITY CORP,Consumer Discretionary
BRDG,BRIDGE INVESTMENT GROUP HOLDINGS I,Financials
PWOD,PENNS WOODS BANCORP INC,Financials
BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary
CRCT,CRICUT INC CLASS A,Consumer Discretionary
EVA,ENVIVA INC,Energy
NKSH,NATIONAL BANKSHARES INC,Financials
GNE,GENIE ENERGY LTD CLASS B,Utilities
ONTF,ON24 INC,Information Technology
INTZ,INTRUSION INC,Information Technology
INBK,FIRST INTERNET BANCORP,Financials
MCBC,MACATAWA BANK CORP,Financials
BSET,BASSETT FURNITURE INDUSTRIES INC,Consumer Discretionary
SUP,SUPERIOR INDS INC,Consumer Discretionary
VUZI,VUZIX CORP,Consumer Discretionary
NKLA,NIKOLA CORP,Industrials
TPC,TUTOR PERINI CORP,Industrials
SGHT,SIGHT SCIENCES INC,Health Care
SRDX,SURMODICS INC,Health Care
STOK,STOKE THERAPEUTICS INC,Health Care
ALX,ALEXANDERS REIT INC,Real Estate
HDSN,HUDSON TECHNOLOGIES INC,Industrials
SELB,SELECTA BIOSCIENCES INC,Health Care
BLDE,BLADE AIR MOBILITY INC CLASS A,Industrials
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication
GRWG,GROWGENERATION CORP,Consumer Discretionary
MUX,MCEWEN MINING INC,Materials
EPM,EVOLUTION PETROLEUM CORP,Energy
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary
SHBI,SHORE BANCSHARES INC,Financials
NVTA,INVITAE CORP,Health Care
RMR,RMR GROUP INC CLASS A,Real Estate
TSP,TUSIMPLE HOLDINGS INC CLASS A,Industrials
SES,SES AI CORP CLASS A,Industrials
FARO,FARO TECHNOLOGIES INC,Information Technology
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary
DNMR,DANIMER SCIENTIFIC INC CLASS A,Materials
ANNX,ANNEXON INC,Health Care
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary
ZIMV,ZIMVIE INC,Health Care
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care
CLPR,CLIPPER REALTY INC,Real Estate
SLQT,SELECTQUOTE INC,Financials
ALT,ALTIMMUNE INC,Health Care
CPSI,COMPUTER PROGRAMS AND SYSTEMS INC,Health Care
ATOM,ATOMERA INC,Information Technology
ANGI,ANGI INC CLASS A,Communication
BGSF,BGSF INC,Industrials
KRUS,KURA SUSHI USA INC,Consumer Discretionary
TRDA,ENTRADA THERAPEUTICS INC,Health Care
TRC,TEJON RANCH,Real Estate
BWFG,BANKWELL FINANCIAL GROUP INC,Financials
PTRA,PROTERRA INC,Industrials
MRNS,MARINUS PHARMACEUTICALS INC,Health Care
DXLG,DESTINATION XL GROUP INC,Consumer Discretionary
FISI,FINANCIAL INSTITUTIONS INC,Financials
BWB,BRIDGEWATER BANCSHARES INC,Financials
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials
TREE,LENDINGTREE INC,Financials
TDUP,THREDUP INC CLASS A,Consumer Discretionary
WVE,WAVE LIFE SCIENCES LTD,Health Care
ASRT,ASSERTIO HOLDINGS INC,Health Care
WGS,GENEDX HOLDINGS CORP CLASS A,Health Care
SRRK,SCHOLAR ROCK HOLDING CORP,Health Care
SFST,SOUTHERN FIRST BANCSHARES INC,Financials
IMMR,IMMERSION CORP,Information Technology
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary
CZNC,CITIZENS AND NORTHERN CORP,Financials
INGN,INOGEN INC,Health Care
CGEM,CULLINAN ONCOLOGY INC,Health Care
SSTI,SOUNDTHINKING INC,Information Technology
HYLN,HYLIION HOLDINGS CORP CLASS A,Industrials
KPTI,KARYOPHARM THERAPEUTICS INC,Health Care
TRUE,TRUECAR INC,Communication
CVLY,CODORUS VALLEY BANCORP INC,Financials
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care
TBNK,TERRITORIAL BANCORP INC,Financials
OVLY,OAK VALLEY BANCORP,Financials
PRPL,PURPLE INNOVATION INC,Consumer Discretionary
OLPX,OLAPLEX HOLDINGS INC,Consumer Staples
ATRA,ATARA BIOTHERAPEUTICS INC,Health Care
BNGO,BIONANO GENOMICS INC,Health Care
CRBU,CARIBOU BIOSCIENCES INC,Health Care
CDLX,CARDLYTICS INC,Communication
EHTH,EHEALTH INC,Financials
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care
BYRN,BYRNA TECHNOLOGIES INC,Industrials
APYX,APYX MEDICAL CORP,Health Care
MVBF,MVB FINANCIAL CORP,Financials
PCYO,PURE CYCLE CORP,Utilities
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary
EGRX,EAGLE PHARMACEUTICALS INC,Health Care
HNRG,HALLADOR ENERGY,Energy
CRMD,CORMEDIX INC,Health Care
CIVB,CIVISTA BANCSHARES INC,Financials
AMRS,AMYRIS INC,Materials
SPPI,SPECTRUM PHARMACEUTICALS INC,Health Care
VXRT,VAXART INC,Health Care
GOEV,CANOO INC CLASS A,Consumer Discretionary
FRST,PRIMIS FINANCIAL CORP,Financials
ZYXI,ZYNEX INC,Health Care
INVE,IDENTIV INC,Information Technology
CMBM,CAMBIUM NETWORKS CORP,Information Technology
LMNR,LIMONEIRA,Consumer Staples
INO,INOVIO PHARMACEUTICALS INC,Health Care
FLL,FULL HOUSE RESORTS INC,Consumer Discretionary
WLDN,WILLDAN GROUP INC,Industrials
NKTX,NKARTA INC,Health Care
MTRX,MATRIX SERVICE,Industrials
DGICA,DONEGAL GROUP INC CLASS A,Financials
PDSB,PDS BIOTECHNOLOGY CORP,Health Care
EVER,EVERQUOTE INC CLASS A,Communication
AKTS,AKOUSTIS TECHNOLOGIES INC,Information Technology
OUST,OUSTER INC CLASS A,Information Technology
SGMO,SANGAMO THERAPEUTICS INC,Health Care
MASS,908 DEVICES,Information Technology
HOFT,HOOKER FURNISHINGS CORP,Consumer Discretionary
CDZI,CADIZ INC,Utilities
BCOV,BRIGHTCOVE INC,Information Technology
SKLZ,SKILLZ INC CLASS A,Communication
LAB,STANDARD BIOTOOLS INC,Health Care
GRTS,GRITSTONE BIO INC,Health Care
KZR,KEZAR LIFE SCIENCES INC,Health Care
PSTX,POSEIDA THERAPEUTICS INC,Health Care
LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care
COOK,TRAEGER INC,Consumer Discretionary
OCGN,OCUGEN INC,Health Care
PGEN,PRECIGEN INC,Health Care
PRTS,CARPARTS COM INC,Consumer Discretionary
DHX,DHI GROUP INC,Communication
MAX,MEDIAALPHA INC CLASS A,Communication
HRTX,HERON THERAPEUTICS INC,Health Care
VOR,VOR BIOPHARMA INC,Health Care
STKS,ONE GROUP HOSPITALITY INC,Consumer Discretionary
FRGE,FORGE GLOBAL HOLDINGS INC,Financials
BCBP,BCB BANCORP INC,Financials
PACK,RANPAK HOLDINGS CORP CLASS A,Materials
ASXC,ASENSUS SURGICAL INC,Health Care
MLVF,MALVERN BANCORP INC,Financials
HFFG,HF FOODS GROUP INC,Consumer Staples
NKTR,NEKTAR THERAPEUTICS,Health Care
AXTI,AXT INC,Information Technology
BGFV,BIG SPORTING GOODS CORP,Consumer Discretionary
OVID,OVID THERAPEUTICS INC,Health Care
MACK,MERRIMACK PHARMACEUTICALS INC,Health Care
EGAN,EGAIN CORP,Information Technology
WKHS,WORKHORSE GROUP INC,Consumer Discretionary
CCCC,C4 THERAPEUTICS INC,Health Care
GHM,GRAHAM CORP,Industrials
VERI,VERITONE INC,Information Technology
CUE,CUE BIOPHARMA INC,Health Care
FULC,FULCRUM THERAPEUTICS INC,Health Care
AHT,ASHFORD HOSPITALITY TRUST REIT INC,Real Estate
CMRX,CHIMERIX INC,Health Care
ITI,ITERIS INC,Information Technology
ACTG,ACACIA RESEARCH CORP,Financials
RAD,RITE AID CORP,Consumer Staples
PRCH,PORCH GROUP INC,Information Technology
ATNM,ACTINIUM PHARMACEUTICALS INC,Health Care
PFMT,PERFORMANT FINANCIAL CORP,Industrials
APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary
AJX,GREAT AJAX CORP,Financials
CLSK,CLEANSPARK INC,Information Technology
GSIT,GSI TECHNOLOGY INC,Information Technology
PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials
ESPR,ESPERION THERAPEUTICS INC,Health Care
GTHX,G1 THERAPEUTICS INC,Health Care
BEEM,BEAM GLOBAL,Industrials
TWIN,TWIN DISC INC,Industrials
GOSS,GOSSAMER BIO INC,Health Care
SWIM,LATHAM GROUP INC,Consumer Discretionary
XAIR,BEYOND AIR INC,Health Care
DZSI,DZS INC,Information Technology
AEVA,AEVA TECHNOLOGIES INC,Information Technology
QUAD,QUAD GRAPHICS INC CLASS A,Industrials
XXII,22ND CENTURY GROUP INC,Consumer Staples
MITT,AG MORTGAGE INVESTMENT TRUST REIT,Financials
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples
AOUT,AMERICAN OUTDOOR BRANDS INC,Consumer Discretionary
GNSS,GENASYS INC,Information Technology
ASUR,ASURE SOFTWARE INC,Industrials
IVAC,INTEVAC INC,Information Technology
GLYC,GLYCOMIMETICS INC,Health Care
STXS,STEREOTAXIS INC,Health Care
LTCH,LATCH INC,Information Technology
PBYI,PUMA BIOTECHNOLOGY INC,Health Care
CHMI,CHERRY HILL MORTGAGE INVESTMENT RE,Financials
CRIS,CURIS INC,Health Care
ENZ,ENZO BIOCHEM INC,Health Care
VRAY,VIEWRAY INC,Health Care
CWBC,COMMUNITY WEST BANCSHARES,Financials
DRRX,DURECT CORP,Health Care
CTSO,CYTOSORBENTS CORP,Health Care
SCWX,SECUREWORKS CLASS A CORP,Information Technology
CABA,CABALETTA BIO INC,Health Care
BWEN,BROADWIND INC,Industrials
INSG,INSEEGO CORP,Information Technology
VRM,VROOM INC,Consumer Discretionary
RXT,RACKSPACE TECHNOLOGY INC,Information Technology
NOTV,INOTIV INC,Health Care
HNST,THE HONEST COMPANY INC,Consumer Staples
SPRU,SPRUCE POWER HOLDING CORP,Utilities
EARN,ELLINGTON RESIDENTIAL MORTGAGE REI,Financials
ASYS,AMTECH SYSTEMS INC,Information Technology
RLMD,RELMADA THERAPEUTICS INC,Health Care
UPLD,UPLAND SOFTWARE INC,Information Technology
METC,RAMACO RESOURCES INC,Materials
SVRA,SAVARA INC,Health Care
RNGR,RANGER ENERGY SERVICES INC,Energy
SPRO,SPERO THERAPEUTICS INC,Health Care
PSNL,PERSONALIS INC,Health Care
DTIL,PRECISION BIOSCIENCES INC,Health Care
GOCO,GOHEALTH INC CLASS A,Financials
UIHC,UNITED INSURANCE HOLDINGS CORP,Financials
MNOV,MEDICINOVA INC,Health Care
TCRR,TCR2 THERAPEUTICS INC,Health Care
KRMD,KORU MEDICAL SYSTEMS INC,Health Care
BODY,BEACHBODY COMPANY INC CLASS A,Consumer Discretionary
TACT,TRANSACT TECHNOLOGIES INC,Information Technology
PFSW,PFSWEB INC,Information Technology
MAPS,WM TECHNOLOGY INC CLASS A,Information Technology
ORN,ORION GROUP INC,Industrials
BFIN,BANKFINANCIAL CORP,Financials
NDLS,NOODLES CLASS A,Consumer Discretionary
ASTR,ASTRA SPACE INC CLASS A,Industrials
CRDF,CARDIFF ONCOLOGY INC,Health Care
GALT,GALECTIN THERAPEUTICS INC,Health Care
VERU,VERU INC,Consumer Staples
VSTM,VERASTEM INC,Health Care
GORO,GOLD RESOURCE CORP,Materials
EMAN,EMAGIN CORP,Information Technology
FBIO,FORTRESS BIOTECH INC,Health Care
STTK,SHATTUCK LABS INC,Health Care
HEPA,HEPION PHARMACEUTICALS INC,Health Care
MCHX,MARCHEX INC CLASS B,Communication
BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary
PWFL,POWERFLEET INC,Information Technology
BCLI,BRAINSTORM CELL THERAPEUTICS INC,Health Care
LTBR,LIGHTBRIDGE CORP,Energy
CLSD,CLEARSIDE BIOMEDICAL INC,Health Care
BOLT,BOLT BIOTHERAPEUTICS INC,Health Care
HYZN,HYZON MOTORS INC CLASS A,Industrials
REAL,THE REALREAL INC,Consumer Discretionary
PXLW,PIXELWORKS INC,Information Technology
WE,WEWORK INC CLASS A,Real Estate
FRBK,REPUBLIC FIRST BANCORP INC,Financials
QRHC,QUEST RESOURCE HOLDING CORP,Industrials
SNCR,SYNCHRONOSS TECHNOLOGIES INC,Information Technology
XBIT,XBIOTECH INC,Health Care
PHUN,PHUNWARE INC,Information Technology
SCOR,COMSCORE INC,Communication
FXNC,FIRST NATIONAL CORP,Financials
OESX,ORION ENERGY SYSTEMS INC,Industrials
UAVS,AGEAGLE AERIAL SYS INC,Industrials
HVBC,HV BANCORP INC,Financials
PLBY,PLBY GROUP INC,Consumer Discretionary
WMC,WESTERN ASSET MORTGAGE CAPITAL COR,Financials
HYFM,HYDROFARM HOLDINGS GROUP INC,Industrials
CARM,CARISMA THERAPEUTICS INC,Health Care
ATXS,ASTRIA THERAPEUTICS INC,Health Care
XFOR,X4 PHARMACEUTICALS INC,Health Care
FTK,FLOTEK INDUSTRIES INC,Materials
GRTX,GALERA THERAPEUTICS INC,Health Care
NXTC,NEXTCURE INC,Health Care
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology
BDTX,BLACK DIAMOND THERAPEUTICS INC,Health Care
LAZY,LAZYDAYS HOLDINGS INC,Consumer Discretionary
INMB,INMUNE BIO INC,Health Care
HSON,HUDSON GLOBAL INC,Industrials
NNBR,NN INC,Industrials
ETON,ETON PHARMACEUTCIALS INC,Health Care
ICAD,ICAD INC,Health Care
CASA,CASA SYSTEMS INC,Information Technology
EIGR,EIGER BIOPHARMACEUTICALS INC,Health Care
GIFI,GULF ISLAND FABRICATION INC,Energy
NLS,NAUTILUS INC,Consumer Discretionary
CKPT,CHECKPOINT THERAPEUTICS INC,Health Care
EYEN,EYENOVIA INC,Health Care
SCPH,SCPHARMACEUTICALS INC,Health Care
IZEA,IZEA WORLDWIDE INC,Communication
